DATE,remainder
1970-07-18,-2.8524012597918045
1970-07-19,-0.5524729661892955
1970-07-20,-3.552544672586782
1970-07-21,-2.552616378984272
1970-07-22,-2.3526880853817573
1970-07-23,-0.5527597917792484
1970-07-24,2.747168501823264
1970-07-25,-1.952903204574227
1970-07-26,-5.652974910971718
1970-07-27,-5.153046617369203
1970-07-28,2.7468816762333077
1970-07-29,1.7468099698358195
1970-07-30,1.1467382634383299
1970-07-31,4.146666557040842
1970-08-01,4.483436159664688
1970-08-02,4.083364453267201
1970-08-03,1.5832927468697129
1970-08-04,1.5832210404722247
1970-08-05,2.9831493340747315
1970-08-06,3.883077627677249
1970-08-07,4.683005921279758
1970-08-08,2.382934214882269
1970-08-09,3.2828625084847793
1970-08-10,0.2827908020872911
1970-08-11,-2.017280904310198
1970-08-12,-2.0173526107076896
1970-08-13,-0.21742431710517351
1970-08-14,2.0825039764973354
1970-08-15,-1.0175677299001542
1970-08-16,1.8823605637023597
1970-08-17,-1.5177111426951342
1970-08-18,-2.3177828490926196
1970-08-19,0.9821454445098894
1970-08-20,3.6820737381124076
1970-08-21,0.8820020317149151
1970-08-22,-2.2180696746825745
1970-08-23,-0.3181413810800642
1970-08-24,-0.018213087477555234
1970-08-25,-0.9182847938750385
1970-08-26,-1.1183565002725295
1970-08-27,0.28157179332998084
1970-08-28,0.881500086932494
1970-08-29,0.9814283805350037
1970-08-30,1.4813566741375155
1970-08-31,2.081284967740025
1970-09-01,2.8619368918307604
1970-09-02,1.3618651854332704
1970-09-03,3.861793479035782
1970-09-04,-0.03827822736170461
1970-09-05,1.2616500662408061
1970-09-06,-1.4384216401566814
1970-09-07,-1.4384933465541714
1970-09-08,3.561434947048337
1970-09-09,4.961363240650851
1970-09-10,5.461291534253363
1970-09-11,-0.03878017214412566
1970-09-12,0.26114812145838506
1970-09-13,-1.9389235849391042
1970-09-14,1.6610047086634072
1970-09-15,5.460933002265918
1970-09-16,0.3608612958684283
1970-09-17,0.1607895894709408
1970-09-18,2.1607178830734526
1970-09-19,2.460646176675965
1970-09-20,1.760574470278474
1970-09-21,-0.23949723611901597
1970-09-22,-2.6395689425165045
1970-09-23,-3.9396406489139917
1970-09-24,-4.139712355311481
1970-09-25,-2.639784061708969
1970-09-26,-5.3398557681064585
1970-09-27,-4.539927474503946
1970-09-28,-5.539999180901438
1970-09-29,-3.7400708872989252
1970-09-30,-3.7401425936964134
1970-10-01,1.9525156246508217
1970-10-02,0.05244391825333139
1970-10-03,-1.0476277881441565
1970-10-04,0.7523005054583543
1970-10-05,3.1522287990608646
1970-10-06,6.252157092663376
1970-10-07,6.752085386265888
1970-10-08,5.152013679868398
1970-10-09,4.15194197347091
1970-10-10,4.151870267073422
1970-10-11,3.351798560675933
1970-10-12,1.4517268542784443
1970-10-13,-1.748344852119045
1970-10-14,-1.8484165585165346
1970-10-15,-1.0484882649140221
1970-10-16,1.0514400286884893
1970-10-17,0.9513683222910014
1970-10-18,1.1512966158935107
1970-10-19,-0.4487750905039771
1970-10-20,-3.248846796901466
1970-10-21,-2.748918503298956
1970-10-22,-3.048990209696444
1970-10-23,-5.049061916093932
1970-10-24,-3.2491336224914225
1970-10-25,1.6507946711110897
1970-10-26,0.35072296471360254
1970-10-27,-3.1493487416838883
1970-10-28,-0.4494204480813764
1970-10-29,-1.2494921544788653
1970-10-30,3.9504361391236475
1970-10-31,1.6503644327261568
1970-11-01,8.242018192641666
1970-11-02,4.1419464862441755
1970-11-03,7.841874779846688
1970-11-04,4.5418030734491985
1970-11-05,2.7417313670517096
1970-11-06,-1.3583403393457787
1970-11-07,-5.358412045743268
1970-11-08,-4.758483752140756
1970-11-09,1.9414445414617552
1970-11-10,-1.158627164935734
1970-11-11,3.141301128666778
1970-11-12,6.941229422269289
1970-11-13,1.8411577158718
1970-11-14,-0.3589139905256884
1970-11-15,-0.958985696923178
1970-11-16,-1.059057403320666
1970-11-17,-0.7591291097181552
1970-11-18,3.640799183884355
1970-11-19,5.540727477486867
1970-11-20,2.5406557710893782
1970-11-21,0.7405840646918902
1970-11-22,0.7405123582944011
1970-11-23,-0.05955934810308783
1970-11-24,-0.6596310545005761
1970-11-25,-2.059702760898065
1970-11-26,2.140225532704446
1970-11-27,1.9401538263069575
1970-11-28,-0.4599178800905319
1970-11-29,2.3400104135119806
1970-11-30,5.539938707114491
1970-12-01,6.646536080982337
1970-12-02,5.346464374584849
1970-12-03,3.746392668187359
1970-12-04,0.24632096178987073
1970-12-05,5.846249255392382
1970-12-06,4.946177548994893
1970-12-07,4.246105842597404
1970-12-08,2.746034136199915
1970-12-09,5.245962429802426
1970-12-10,5.545890723404939
1970-12-11,5.345819017007449
1970-12-12,0.1457473106099607
1970-12-13,0.7456756042124715
1970-12-14,3.1456038978149827
1970-12-15,1.2455321914174942
1970-12-16,0.045460485020005104
1970-12-17,0.045388778622516
1970-12-18,2.545317072225028
1970-12-19,2.445245365827539
1970-12-20,5.145173659430051
1970-12-21,0.5451019530325614
1970-12-22,-1.954969753364928
1970-12-23,-2.6550414597624163
1970-12-24,-3.4551131661599053
1970-12-25,-3.6551848725573937
1970-12-26,-6.855256578954883
1970-12-27,-5.455328285352372
1970-12-28,-3.85539999174986
1970-12-29,-3.355471698147349
1970-12-30,-3.455543404544838
1970-12-31,-8.855615110942328
1971-01-01,-9.393108216704341
1971-01-02,-9.49317992310183
1971-01-03,-15.09325162949932
1971-01-04,-11.693323335896809
1971-01-05,-8.393395042294296
1971-01-06,-9.493466748691784
1971-01-07,-7.493538455089274
1971-01-08,0.10638983851323794
1971-01-09,1.5063181321157497
1971-01-10,-1.9937535742817403
1971-01-11,-4.393825280679229
1971-01-12,-4.993896987076717
1971-01-13,-2.0939686934742068
1971-01-14,0.5059596001283051
1971-01-15,-1.0941121062691832
1971-01-16,2.005816187333327
1971-01-17,1.6057444809358388
1971-01-18,-1.1943272254616497
1971-01-19,2.2056010681408624
1971-01-20,3.8055293617433725
1971-01-21,2.105457655345884
1971-01-22,3.005385948948396
1971-01-23,6.105314242550906
1971-01-24,6.805242536153418
1971-01-25,6.80517082975593
1971-01-26,6.80509912335844
1971-01-27,8.205027416960952
1971-01-28,5.6049557105634635
1971-01-29,4.304884004165973
1971-01-30,3.004812297768485
1971-01-31,2.2047405913709968
1971-02-01,-1.1570890469224808
1971-02-02,-0.55716075331997
1971-02-03,0.44276754028254195
1971-02-04,0.6426958338850528
1971-02-05,3.442624127487565
1971-02-06,3.842552421090076
1971-02-07,2.7424807146925865
1971-02-08,5.442409008295098
1971-02-09,4.6423373018976095
1971-02-10,4.04226559550012
1971-02-11,3.142193889102632
1971-02-12,0.9421221827051427
1971-02-13,5.542050476307654
1971-02-14,3.0419787699101652
1971-02-15,3.541907063512676
1971-02-16,2.841835357115188
1971-02-17,1.9417636507176992
1971-02-18,3.0416919443202097
1971-02-19,1.8416202379227218
1971-02-20,1.0415485315252324
1971-02-21,1.8414768251277445
1971-02-22,3.1414051187302556
1971-02-23,1.2413334123327662
1971-02-24,2.241261705935278
1971-02-25,1.341189999537789
1971-02-26,-7.0588817068597
1971-02-27,-5.858953413257189
1971-02-28,-3.759025119654678
1971-03-01,-8.452256738356057
1971-03-02,-11.452328444753547
1971-03-03,-12.452400151151036
1971-03-04,-11.652471857548523
1971-03-05,-11.652543563946013
1971-03-06,-10.852615270343502
1971-03-07,-7.852686976740991
1971-03-08,-3.652758683138479
1971-03-09,-2.052830389535967
1971-03-10,-3.2529020959334565
1971-03-11,-5.652973802330946
1971-03-12,-4.353045508728433
1971-03-13,1.9468827848740773
1971-03-14,1.946811078476589
1971-03-15,2.2467393720791
1971-03-16,2.5466676656816114
1971-03-17,2.4465959592841227
1971-03-18,5.646524252886634
1971-03-19,7.346452546489147
1971-03-20,5.046380840091657
1971-03-21,7.146309133694167
1971-03-22,-1.2537625727033213
1971-03-23,-2.05383427910081
1971-03-24,-0.05390598549829928
1971-03-25,3.346022308104213
1971-03-26,1.545950601706724
1971-03-27,-0.15412110469076445
1971-03-28,-2.8541928110882537
1971-03-29,-2.854264517485743
1971-03-30,0.34566377611676913
1971-03-31,2.34559206971928
1971-04-01,1.1859266583785857
1971-04-02,1.6858549519810975
1971-04-03,1.1857832455836093
1971-04-04,3.98571153918612
1971-04-05,1.185639832788631
1971-04-06,-2.9144318736088577
1971-04-07,-1.6145035800063479
1971-04-08,-1.114575286403836
1971-04-09,0.7853530071986761
1971-04-10,-1.1147186991988143
1971-04-11,-1.2147904055963021
1971-04-12,-1.6148621119937907
1971-04-13,-1.9149338183912787
1971-04-14,-1.0150055247887684
1971-04-15,1.3849227688137429
1971-04-16,4.584851062416256
1971-04-17,-2.015220643981235
1971-04-18,0.18470764962127717
1971-04-19,4.98463594322379
1971-04-20,2.7845642368262986
1971-04-21,3.1844925304288108
1971-04-22,5.284420824031322
1971-04-23,5.984349117633833
1971-04-24,-0.11572258876365638
1971-04-25,-3.6157942951611446
1971-04-26,-5.7158660015586324
1971-04-27,-6.815937707956123
1971-04-28,-4.216009414353611
1971-04-29,-2.8160811207510985
1971-04-30,-2.616152827148589
1971-05-01,-6.933767359915969
1971-05-02,-4.933839066313459
1971-05-03,-3.0339107727109464
1971-05-04,-1.433982479108435
1971-05-05,-2.4340541855059232
1971-05-06,-0.23412589190341038
1971-05-07,0.7658024016990996
1971-05-08,2.16573069530161
1971-05-09,4.565658988904122
1971-05-10,2.765587282506633
1971-05-11,5.965515576109144
1971-05-12,8.565443869711657
1971-05-13,6.165372163314167
1971-05-14,5.165300456916677
1971-05-15,5.265228750519189
1971-05-16,5.565157044121701
1971-05-17,11.465085337724211
1971-05-18,12.365013631326725
1971-05-19,4.264941924929236
1971-05-20,4.0648702185317465
1971-05-21,0.3647985121342572
1971-05-22,1.3647268057367672
1971-05-23,-2.2353449006607207
1971-05-24,-2.3354166070582103
1971-05-25,-2.6354883134556975
1971-05-26,-1.3355600198531885
1971-05-27,2.8643682737493226
1971-05-28,4.964296567351834
1971-05-29,0.5642248609543454
1971-05-30,-0.23584684544314172
1971-05-31,1.6640814481593686
1971-06-01,3.0336502356122104
1971-06-02,3.63357852921472
1971-06-03,3.7335068228172332
1971-06-04,2.63343511641974
1971-06-05,1.3333634100222547
1971-06-06,-0.26670829637523497
1971-06-07,-0.2667800027727196
1971-06-08,1.2331482908297886
1971-06-09,0.33307658443229826
1971-06-10,-1.5669951219651885
1971-06-11,-2.66706682836268
1971-06-12,-4.767138534760164
1971-06-13,-3.8672102411576574
1971-06-14,-1.6672819475551446
1971-06-15,-1.4673536539526335
1971-06-16,-4.467425360350122
1971-06-17,-5.46749706674761
1971-06-18,-4.167568773145101
1971-06-19,-5.267640479542585
1971-06-20,-3.267712185940077
1971-06-21,-3.2677838923375653
1971-06-22,-4.367855598735055
1971-06-23,-2.2679273051325417
1971-06-24,-1.1679990115300303
1971-06-25,3.631929282072477
1971-06-26,4.631857575674992
1971-06-27,-2.568214130722499
1971-06-28,-2.3682858371199877
1971-06-29,-4.968357543517476
1971-06-30,-4.968429249914967
1971-07-01,-2.3773550861178947
1971-07-02,-3.877426792515383
1971-07-03,-1.8774984989128711
1971-07-04,0.6224297946896371
1971-07-05,0.32235808829215173
1971-07-06,2.6222863818946607
1971-07-07,1.8222146754971718
1971-07-08,5.222142969099686
1971-07-09,5.2220712627021975
1971-07-10,5.321999556304707
1971-07-11,2.8219278499072153
1971-07-12,2.6218561435097314
1971-07-13,-1.9782155628877618
1971-07-14,-2.7782872692852507
1971-07-15,-2.478358975682738
1971-07-16,-2.7784306820802307
1971-07-17,-4.178502388477714
1971-07-18,-3.4785740948752064
1971-07-19,-3.978645801272691
1971-07-20,-3.3787175076701814
1971-07-21,-0.5787892140676689
1971-07-22,-1.3788609204651578
1971-07-23,2.6210673731373504
1971-07-24,4.820995666739865
1971-07-25,6.720923960342375
1971-07-26,4.520852253944884
1971-07-27,8.120780547547398
1971-07-28,7.320708841149909
1971-07-29,2.120637134752421
1971-07-30,2.2205654283549308
1971-07-31,7.720493721957446
1971-08-01,4.257263324581292
1971-08-02,5.7571916181838
1971-08-03,8.657119911786317
1971-08-04,3.4570482053888227
1971-08-05,4.056976498991336
1971-08-06,6.356904792593848
1971-08-07,5.35683308619636
1971-08-08,0.5567613797988713
1971-08-09,1.0566896734013795
1971-08-10,4.356617967003896
1971-08-11,3.7565462606064024
1971-08-12,-0.4435254457910851
1971-08-13,2.0564028478114267
1971-08-14,5.556331141413935
1971-08-15,2.856259435016451
1971-08-16,-2.043812271381043
1971-08-17,-1.4438839777785262
1971-08-18,1.9560443158239806
1971-08-19,4.155972609426495
1971-08-20,7.855900903029006
1971-08-21,5.355829196631515
1971-08-22,6.155757490234031
1971-08-23,-2.6443142161634636
1971-08-24,-1.9443859225609508
1971-08-25,-0.6444576289584383
1971-08-26,-2.1445293353559265
1971-08-27,-1.1446010417534147
1971-08-28,-1.9446727481509072
1971-08-29,-1.1447444545483911
1971-08-30,0.05518383905411639
1971-08-31,-3.444887867343372
1971-09-01,3.035764056747361
1971-09-02,2.5356923503498727
1971-09-03,2.635620643952386
1971-09-04,3.635548937554896
1971-09-05,0.8354772311574052
1971-09-06,0.33540552475991703
1971-09-07,0.23533381836242917
1971-09-08,-0.06473788803505798
1971-09-09,-2.9648095944325465
1971-09-10,-2.064881300830036
1971-09-11,-1.2649530072275255
1971-09-12,-0.5650247136250144
1971-09-13,-0.965096420022503
1971-09-14,-3.765168126419992
1971-09-15,-4.465239832817479
1971-09-16,-5.565311539214969
1971-09-17,-4.565383245612457
1971-09-18,-4.165454952009949
1971-09-19,-1.2655266584074365
1971-09-20,0.2344016351950753
1971-09-21,1.734329928797587
1971-09-22,0.9342582224000999
1971-09-23,2.8341865160026085
1971-09-24,1.634114809605121
1971-09-25,-1.1659568967923697
1971-09-26,-2.7660286031898575
1971-09-27,-2.166100309587346
1971-09-28,-2.3661720159848336
1971-09-29,-1.5662437223823211
1971-09-30,-2.1663154287798125
1971-10-01,4.926342789567423
1971-10-02,5.326271083169933
1971-10-03,5.826199376772445
1971-10-04,1.1261276703749559
1971-10-05,-2.173944036022534
1971-10-06,-1.174015742420023
1971-10-07,4.3259125511824905
1971-10-08,6.125840844785001
1971-10-09,3.1257691383875112
1971-10-10,4.625697431990023
1971-10-11,6.825625725592536
1971-10-12,6.925554019195044
1971-10-13,0.525482312797557
1971-10-14,-3.9745893935999312
1971-10-15,-4.674661099997421
1971-10-16,-5.57473280639491
1971-10-17,-3.874804512792398
1971-10-18,2.4251237808101127
1971-10-19,5.9250520744126245
1971-10-20,3.9249803680151363
1971-10-21,1.1249086616176456
1971-10-22,6.224836955220157
1971-10-23,0.7247652488226688
1971-10-24,2.92469354242518
1971-10-25,0.9246218360276917
1971-10-26,-2.5754498703697974
1971-10-27,-3.3755215767672855
1971-10-28,-3.1755932831647753
1971-10-29,-4.475664989562263
1971-10-30,-3.875736695959752
1971-10-31,-4.075808402357242
1971-11-01,4.915845357558267
1971-11-02,7.1157736511607785
1971-11-03,6.515701944763289
1971-11-04,6.9156302383658
1971-11-05,6.515558531968312
1971-11-06,6.5154868255708225
1971-11-07,3.115415119173334
1971-11-08,1.6153434127758457
1971-11-09,2.1152717063783566
1971-11-10,-1.0848000000191318
1971-11-11,-3.784871706416621
1971-11-12,-3.4849434128141104
1971-11-13,-1.6850151192115983
1971-11-14,2.0149131743909123
1971-11-15,2.6148414679934238
1971-11-16,3.714769761595936
1971-11-17,-2.285301944801554
1971-11-18,-0.7853736511990421
1971-11-19,-5.285445357596531
1971-11-20,-5.4855170639940205
1971-11-21,-6.585588770391508
1971-11-22,-2.485660476788998
1971-11-23,-5.785732183186487
1971-11-24,-6.085803889583975
1971-11-25,-3.885875595981464
1971-11-26,1.614052697621048
1971-11-27,2.113980991223559
1971-11-28,0.5139092848260693
1971-11-29,0.6138375784285817
1971-11-30,-0.2862341279689078
1971-12-01,1.5203632458989387
1971-12-02,1.6202915395014497
1971-12-03,2.3202198331039603
1971-12-04,2.8201481267064725
1971-12-05,6.520076420308984
1971-12-06,7.220004713911494
1971-12-07,4.919933007514006
1971-12-08,-0.7801386988834835
1971-12-09,-1.4802104052809717
1971-12-10,5.51971788832154
1971-12-11,7.11964618192405
1971-12-12,4.5195744755265626
1971-12-13,4.819502769129073
1971-12-14,5.919431062731584
1971-12-15,5.319359356334096
1971-12-16,7.719287649936606
1971-12-17,6.319215943539119
1971-12-18,0.11914423714162914
1971-12-19,2.71907253074414
1971-12-20,6.219000824346652
1971-12-21,10.118929117949163
1971-12-22,5.818857411551675
1971-12-23,2.4187857051541855
1971-12-24,4.518713998756697
1971-12-25,5.618642292359208
1971-12-26,1.318570585961719
1971-12-27,2.61849887956423
1971-12-28,0.11842717316674167
1971-12-29,-0.18164453323074747
1971-12-30,-0.1817162396282357
1971-12-31,0.8182120539742752
1972-01-01,1.1807189482122604
1972-01-02,0.18064724181477204
1972-01-03,1.180575535417284
1972-01-04,2.280503829019794
1972-01-05,0.38043212262230564
1972-01-06,0.4803604162248174
1972-01-07,0.18028870982732742
1972-01-08,-0.21978299657016082
1972-01-09,-0.21985470296764903
1972-01-10,-4.1199264093651395
1972-01-11,-3.0199981157626272
1972-01-12,-4.620069822160116
1972-01-13,-6.020141528557605
1972-01-14,-8.120213234955093
1972-01-15,-9.520284941352582
1972-01-16,-12.620356647750071
1972-01-17,-12.42042835414756
1972-01-18,-12.12050006054505
1972-01-19,-3.2205717669425367
1972-01-20,-0.6206434733400266
1972-01-21,0.17928482026248532
1972-01-22,0.3792131138649971
1972-01-23,-0.5208585925324929
1972-01-24,-0.42093029892998113
1972-01-25,-1.6210020053274694
1972-01-26,-0.8210737117249594
1972-01-27,-2.2211454181224477
1972-01-28,-6.021217124519936
1972-01-29,-8.621288830917424
1972-01-30,-9.021360537314914
1972-01-31,-7.021432243712402
1972-02-01,-7.48326188200588
1972-02-02,-2.483333588403368
1972-02-03,-2.3834052948008573
1972-02-04,-3.183477001198346
1972-02-05,-2.283548707595834
1972-02-06,-0.6836204139933233
1972-02-07,2.416307879609188
1972-02-08,3.0162361732116993
1972-02-09,2.2161644668142104
1972-02-10,1.2160927604167222
1972-02-11,2.016021054019233
1972-02-12,3.1159493476217444
1972-02-13,1.5158776412242556
1972-02-14,2.2158059348267667
1972-02-15,3.4157342284292787
1972-02-16,1.6156625220317893
1972-02-17,0.6155908156343002
1972-02-18,0.21551910923681206
1972-02-19,1.4154474028393231
1972-02-20,4.615375696441834
1972-02-21,3.415303990044346
1972-02-22,3.0152322836468564
1972-02-23,2.1151605772493682
1972-02-24,1.8150888708518793
1972-02-25,2.61501716445439
1972-02-26,1.6149454580569018
1972-02-27,1.814873751659413
1972-02-28,2.6148020452619236
1972-02-29,2.2147303388644355
1972-03-01,-1.178501279836945
1972-03-02,-1.878572986234433
1972-03-03,-2.4786446926319226
1972-03-04,2.621283600970589
1972-03-05,1.1212118945731007
1972-03-06,2.6211401881756116
1972-03-07,3.6210684817781233
1972-03-08,1.720996775380634
1972-03-09,-0.47907493101685494
1972-03-10,-1.9791466374143432
1972-03-11,-5.879218343811832
1972-03-12,-6.0792900502093214
1972-03-13,-1.5793617566068097
1972-03-14,1.220566536995701
1972-03-15,4.3204948305982125
1972-03-16,5.820423124200725
1972-03-17,7.120351417803235
1972-03-18,6.020279711405747
1972-03-19,5.820208005008259
1972-03-20,6.920136298610769
1972-03-21,5.320064592213281
1972-03-22,4.8199928858157906
1972-03-23,3.3199211794183032
1972-03-24,1.119849473020814
1972-03-25,0.7197777666233245
1972-03-26,4.919706060225837
1972-03-27,1.7196343538283472
1972-03-28,-0.4804373525691408
1972-03-29,0.11949094103337021
1972-03-30,2.8194192346358813
1972-03-31,6.919347528238394
1972-04-01,-2.640317883102302
1972-04-02,-0.8403895894997895
1972-04-03,0.8595387041027198
1972-04-04,1.459466997705233
1972-04-05,1.8593952913077434
1972-04-06,-0.44067641508974553
1972-04-07,2.4592518785127666
1972-04-08,1.9591801721152784
1972-04-09,-0.040891534282211595
1972-04-10,2.6590367593202995
1972-04-11,0.958965052922812
1972-04-12,-0.841106653474677
1972-04-13,2.4588216401278338
1972-04-14,1.5587499337303452
1972-04-15,-1.0413217726671435
1972-04-16,-1.4413934790646339
1972-04-17,-0.6414651854621223
1972-04-18,-1.2415368918596101
1972-04-19,-1.0416085982571
1972-04-20,-0.24168030465458834
1972-04-21,1.358247988947923
1972-04-22,0.5581762825504359
1972-04-23,1.558104576152946
1972-04-24,-5.441967130244543
1972-04-25,-4.942038836642031
1972-04-26,-2.842110543039521
1972-04-27,-1.842182249437009
1972-04-28,-2.3422539558344972
1972-04-29,1.1576743377680128
1972-04-30,7.457602631370525
1972-05-01,2.639988098603144
1972-05-02,4.139916392205656
1972-05-03,1.139844685808166
1972-05-04,-2.0602270205893216
1972-05-05,0.33970127301318875
1972-05-06,1.4396295666157002
1972-05-07,-0.06044213978178803
1972-05-08,0.13948615382072305
1972-05-09,1.6394144474232348
1972-05-10,-0.1606572589742541
1972-05-11,-6.260728965371745
1972-05-12,-5.960800671769233
1972-05-13,-6.860872378166722
1972-05-14,-5.86094408456421
1972-05-15,-6.361015790961698
1972-05-16,-5.861087497359188
1972-05-17,-3.461159203756676
1972-05-18,-1.6612309101541651
1972-05-19,-1.8613026165516544
1972-05-20,-4.061374322949142
1972-05-21,-0.6614460293466298
1972-05-22,2.4384822642558817
1972-05-23,5.138410557858391
